,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
24345,22,32760,Rent,3.0,Personal,C,5000,13.48,0,1,3
24346,27,50000,Mortgage,3.0,Venture,B,15000,9.88,0,0,8
24348,22,20640,Rent,0.0,Education,C,2500,12.68,0,0,3
24349,25,83400,Mortgage,2.0,Debtconsolidation,C,10000,13.11,0,0,3
24350,21,35000,Own,2.0,Medical,A,11000,7.88,0,0,2
24351,24,40000,Rent,3.0,Education,A,6000,6.62,0,0,3
24353,28,55000,Own,13.0,Personal,A,18000,7.9,0,0,6
24354,29,62050,Rent,3.0,Medical,E,15000,15.95,1,1,8
24355,26,70000,Rent,2.0,Debtconsolidation,B,10000,9.45,0,0,3
24356,23,48000,Rent,4.0,Personal,B,1800,11.49,0,0,4
24357,26,59500,Mortgage,9.0,Debtconsolidation,A,12000,6.62,0,0,4
24358,23,23421,Rent,3.0,Medical,E,4500,17.99,1,1,3
24359,24,24000,Rent,0.0,Medical,B,1800,11.26,0,0,2
24360,24,105000,Rent,8.0,Debtconsolidation,B,15000,10.95,0,0,3
24361,27,18000,Rent,0.0,Personal,B,8000,10.25,1,0,10
24364,22,35000,Mortgage,7.0,Venture,A,4000,7.29,0,0,2
24365,50,75000,Rent,4.0,Venture,C,5000,13.23,0,0,15
24366,25,75000,Mortgage,9.0,Venture,C,5000,13.79,0,1,4
24367,23,30000,Mortgage,0.0,Homeimprovement,A,1000,9.32,1,0,4
24368,25,75000,Mortgage,4.0,Venture,C,12000,13.49,0,0,2
24369,22,130000,Mortgage,6.0,Medical,B,25000,11.83,0,0,3
24370,28,57000,Rent,2.0,Venture,D,15000,14.11,1,0,10
24371,28,48000,Rent,1.0,Education,A,2500,8.49,0,0,5
24372,25,56000,Mortgage,7.0,Homeimprovement,B,2000,11.49,1,0,3
24373,31,46080,Rent,3.0,Medical,E,2800,17.56,0,0,10
24374,22,36000,Rent,1.0,Education,C,5000,12.68,1,0,4
24375,34,126000,Mortgage,2.0,Venture,B,9600,11.49,0,0,5
24378,24,100000,Rent,5.0,Homeimprovement,A,12000,7.9,0,0,2
24379,28,57936,Rent,2.0,Medical,D,13650,14.42,1,0,10
24380,26,39996,Rent,10.0,Medical,C,15000,13.06,1,1,3
24381,28,65000,Mortgage,3.0,Venture,A,10000,7.49,0,0,5
24382,23,33000,Rent,0.0,Debtconsolidation,A,11000,7.66,1,0,2
24383,30,115000,Rent,7.0,Debtconsolidation,B,7300,10.25,0,0,9
24384,28,150000,Own,12.0,Homeimprovement,A,8500,6.76,0,0,8
24385,23,68000,Rent,7.0,Education,B,23000,9.62,1,0,2
24386,32,39600,Rent,2.0,Medical,B,8000,9.91,0,0,10
24388,41,98004,Mortgage,25.0,Debtconsolidation,C,12000,13.57,0,0,15
24389,25,59000,Mortgage,9.0,Debtconsolidation,A,5000,6.03,1,0,3
24390,30,12000,Rent,0.0,Medical,C,1800,14.35,0,1,5
24391,32,83820,Mortgage,5.0,Education,B,12800,9.99,0,0,6
24392,24,125000,Rent,4.0,Venture,B,11500,10.38,0,0,2
24393,21,44500,Own,6.0,Education,D,5000,13.87,0,1,3
24394,26,61200,Own,4.0,Homeimprovement,C,1500,12.84,0,1,2
24395,24,70000,Rent,1.0,Education,B,10000,11.71,0,0,2
24396,26,50000,Rent,8.0,Personal,B,3000,9.88,0,0,4
24397,41,24000,Rent,2.0,Debtconsolidation,D,4000,16.07,1,0,14
24398,37,133000,Rent,3.0,Medical,C,9000,13.85,0,1,12
24399,22,77000,Mortgage,5.0,Education,B,21000,11.48,0,0,3
24400,24,69000,Mortgage,9.0,Debtconsolidation,B,3000,11.11,0,0,2
24402,26,40000,Own,0.0,Medical,B,15000,9.64,0,0,4
24404,27,42000,Mortgage,0.0,Homeimprovement,A,4200,6.76,0,0,7
24405,29,70000,Mortgage,13.0,Medical,A,10000,6.99,0,0,5
24406,26,59020,Mortgage,10.0,Personal,B,7000,10.0,0,0,2
24407,27,43000,Rent,11.0,Personal,B,3000,10.99,0,0,7
24408,24,425000,Mortgage,8.0,Education,A,10000,7.88,0,0,2
24409,22,94342,Mortgage,0.0,Education,B,2400,10.59,0,0,4
24410,22,75000,Rent,2.0,Debtconsolidation,B,21000,10.0,0,0,4
24411,23,54000,Rent,3.0,Debtconsolidation,C,12000,12.98,1,1,3
24412,27,96000,Rent,3.0,Homeimprovement,A,10000,7.88,0,0,10
24413,49,15000,Rent,6.0,Medical,B,2400,9.91,1,0,13
24414,30,54996,Rent,2.0,Medical,A,4800,6.03,0,0,8
24416,24,86000,Mortgage,0.0,Personal,B,20000,10.99,1,0,3
24417,30,160000,Mortgage,4.0,Education,C,7000,13.98,0,0,5
24418,32,11688,Rent,0.0,Personal,C,5600,13.48,1,1,10
24419,26,47000,Rent,1.0,Education,A,5000,7.14,0,0,4
24420,24,60000,Mortgage,8.0,Personal,A,18000,7.9,0,0,3
24421,24,50000,Own,0.0,Venture,B,21000,10.62,0,0,4
24422,23,38400,Own,7.0,Personal,D,6000,13.24,0,1,3
24423,24,43500,Rent,6.0,Medical,D,10000,13.62,1,1,3
24424,31,66000,Rent,3.0,Personal,B,21000,10.37,1,0,10
24426,41,28800,Rent,0.0,Medical,C,9600,13.49,1,0,16
24427,58,900000,Rent,18.0,Debtconsolidation,C,19600,13.98,0,0,28
24428,26,80000,Rent,0.0,Medical,C,8000,12.73,0,1,3
24429,22,65004,Mortgage,6.0,Medical,B,6500,9.25,0,0,4
24430,22,33000,Rent,1.0,Education,A,1800,5.42,0,0,2
24431,32,90000,Mortgage,7.0,Medical,B,3000,9.25,0,0,9
24432,26,38400,Own,0.0,Homeimprovement,B,7000,12.69,0,0,2
24433,29,400000,Mortgage,10.0,Education,B,25000,11.12,0,0,8
24434,36,64973,Mortgage,6.0,Education,B,9000,10.59,0,0,13
24435,34,38400,Rent,1.0,Medical,B,6500,9.91,0,0,7
24436,28,22404,Mortgage,3.0,Venture,C,5725,14.79,1,0,9
24439,22,52800,Rent,6.0,Education,C,6000,11.97,1,0,2
24440,34,38769,Mortgage,3.0,Debtconsolidation,A,2400,8.9,0,0,6
24441,30,62400,Mortgage,2.0,Homeimprovement,A,6000,6.03,0,0,10
24442,24,52000,Rent,3.0,Homeimprovement,B,8000,10.99,0,0,4
24443,24,65000,Mortgage,2.0,Venture,B,12000,12.69,0,0,4
24445,22,50000,Mortgage,2.0,Education,B,22000,9.91,0,0,2
24446,21,31000,Rent,6.0,Medical,A,6000,6.03,0,0,3
24447,25,42240,Own,10.0,Homeimprovement,A,8000,6.62,0,0,4
24448,22,21600,Rent,2.0,Education,C,3000,13.49,0,0,3
24449,24,35020,Rent,0.0,Medical,A,5800,8.32,0,0,3
24450,51,67619,Mortgage,11.0,Personal,C,15000,13.11,0,0,27
24451,24,10000,Rent,8.0,Personal,A,3000,7.9,1,0,3
24452,23,25480,Mortgage,7.0,Personal,B,5000,9.99,0,0,3
24453,38,37500,Other,0.0,Education,C,12000,13.47,1,1,16
24454,26,118000,Mortgage,4.0,Debtconsolidation,A,25000,7.9,0,0,2
24455,25,57000,Own,4.0,Medical,A,900,8.63,0,0,4
24458,32,66300,Mortgage,5.0,Medical,A,6075,6.03,0,0,6
24459,25,15600,Rent,3.0,Personal,A,4500,7.51,1,0,3
24460,25,25000,Own,7.0,Medical,B,1525,10.95,0,0,2
24461,22,37000,Rent,5.0,Education,B,6000,11.83,0,0,4
24462,53,0,Rent,0.0,Medical,A,3000,8.94,0,0,4
24463,29,43108,Rent,7.0,Venture,A,7200,6.03,0,0,7
24464,22,45000,Mortgage,1.0,Education,A,7375,9.32,0,0,4
24465,22,135000,Mortgage,0.0,Debtconsolidation,A,10800,8.0,0,0,4
24466,21,42500,Other,0.0,Education,D,7000,14.61,0,1,2
24468,23,40000,Mortgage,7.0,Venture,B,13000,9.99,0,0,3
24469,26,52800,Mortgage,10.0,Medical,A,1925,6.76,0,0,4
24470,36,10800,Rent,0.0,Venture,E,3000,16.77,1,0,11
24471,27,49200,Rent,4.0,Debtconsolidation,C,4800,14.65,0,0,7
24472,25,84000,Rent,0.0,Personal,B,4500,12.18,0,0,2
24473,27,50000,Mortgage,4.0,Education,C,2200,12.99,0,1,10
24474,33,53000,Rent,6.0,Homeimprovement,B,2500,9.99,0,0,7
24475,26,71000,Mortgage,2.0,Debtconsolidation,A,4400,5.42,0,0,4
24477,26,52582,Rent,3.0,Venture,C,2800,13.47,0,0,4
24478,22,68000,Mortgage,6.0,Debtconsolidation,A,16000,7.9,0,0,4
24479,22,62050,Mortgage,1.0,Medical,C,2000,13.35,1,1,4
24480,32,227500,Rent,3.0,Homeimprovement,C,25000,12.53,0,0,10
24481,24,75000,Mortgage,8.0,Personal,B,5500,11.86,0,0,4
24483,22,48000,Rent,2.0,Education,B,11000,10.75,0,0,4
24484,28,51500,Rent,2.0,Debtconsolidation,D,20000,15.65,1,1,8
24485,33,70116,Mortgage,0.0,Personal,B,5000,11.71,0,0,6
24486,26,70000,Mortgage,4.0,Education,C,4000,13.98,0,1,4
24487,22,60000,Mortgage,3.0,Medical,A,2000,7.4,0,0,2
24488,24,78400,Mortgage,5.0,Venture,C,17400,13.48,0,0,2
24489,26,45600,Mortgage,9.0,Education,C,10000,15.27,0,1,3
24490,30,52000,Mortgage,9.0,Personal,D,9000,12.49,0,1,6
24491,28,36000,Own,0.0,Education,C,2350,12.99,0,1,5
24493,23,21000,Rent,2.0,Venture,C,3000,12.68,0,0,3
24494,25,90000,Rent,9.0,Debtconsolidation,B,10000,12.42,0,0,2
24497,25,42000,Rent,3.0,Venture,A,18000,6.17,1,0,2
24498,23,45500,Own,5.0,Education,C,14000,14.72,0,1,2
24499,26,54996,Rent,0.0,Personal,A,4000,7.51,0,0,4
24500,26,38400,Rent,0.0,Medical,A,12000,5.99,1,0,2
24502,22,72000,Mortgage,6.0,Education,A,5000,6.54,0,0,4
24503,27,57000,Own,11.0,Education,A,15000,6.03,0,0,6
24504,29,20000,Rent,0.0,Personal,B,1000,10.65,0,0,10
24506,22,26000,Mortgage,0.0,Education,A,8000,11.49,0,0,5
24507,24,65000,Mortgage,8.0,Homeimprovement,A,10000,7.66,0,0,4
24508,26,30000,Rent,7.0,Debtconsolidation,D,5000,14.42,1,0,4
24509,35,150000,Mortgage,16.0,Homeimprovement,A,10000,7.9,0,0,9
24512,29,80000,Rent,13.0,Medical,B,15000,10.37,0,0,8
24513,27,54000,Rent,2.0,Medical,B,12100,9.45,0,0,6
24514,26,30000,Rent,1.0,Medical,B,8000,10.0,0,0,3
24515,26,67900,Mortgage,2.0,Debtconsolidation,A,2400,8.49,0,0,4
24517,31,45000,Mortgage,8.0,Venture,B,7500,10.62,0,0,5
24518,36,50700,Rent,2.0,Homeimprovement,B,8000,10.99,0,0,17
24519,31,108000,Mortgage,11.0,Debtconsolidation,C,35000,13.49,1,0,10
24520,32,75000,Mortgage,5.0,Venture,C,16000,13.49,0,0,8
24521,44,51850,Rent,7.0,Medical,D,10000,14.11,1,0,12
24522,30,37000,Rent,2.0,Education,B,2600,9.25,0,0,7
24523,22,40000,Rent,0.0,Venture,A,6000,7.66,0,0,2
24524,35,91000,Own,6.0,Venture,B,5600,10.99,0,0,8
24526,37,61000,Mortgage,6.0,Debtconsolidation,C,10000,13.57,0,0,15
24527,26,40000,Rent,0.0,Personal,D,5000,15.99,1,1,2
24529,23,32000,Mortgage,0.0,Education,B,1000,10.59,1,0,2
24530,27,60000,Own,2.0,Venture,B,10000,10.38,0,0,6
24531,25,110000,Mortgage,2.0,Homeimprovement,A,15000,7.88,0,0,2
24532,25,32500,Mortgage,3.0,Education,A,12500,7.9,0,0,4
24533,30,120000,Mortgage,15.0,Medical,B,8275,9.01,0,0,8
24534,24,72000,Mortgage,8.0,Personal,A,5000,6.03,0,0,4
24535,33,72000,Rent,6.0,Venture,C,1925,14.35,1,1,10
24536,22,36000,Mortgage,6.0,Education,A,12000,7.29,0,0,3
24537,25,64000,Mortgage,9.0,Homeimprovement,A,9000,5.99,0,0,2
24538,22,52800,Rent,3.0,Personal,D,7000,17.58,0,0,3
24539,28,60000,Rent,12.0,Personal,B,20000,10.99,1,0,10
24540,23,27600,Rent,3.0,Venture,C,9000,13.98,1,1,3
24542,31,56400,Mortgage,0.0,Medical,C,4000,13.35,1,0,5
24543,22,77000,Mortgage,6.0,Venture,A,12400,7.51,0,0,2
24544,23,78500,Rent,7.0,Medical,C,20000,13.85,0,1,4
24545,24,48000,Rent,0.0,Personal,C,2400,12.99,0,1,4
24546,25,32000,Rent,1.0,Medical,D,6000,12.92,1,0,2
24547,22,32995,Rent,3.0,Debtconsolidation,B,2400,11.48,0,0,4
24548,22,62000,Rent,2.0,Education,C,8000,12.68,0,1,4
24549,32,30000,Rent,4.0,Medical,D,9325,13.62,1,0,7
24550,21,87547,Mortgage,2.0,Education,A,12000,5.99,0,0,2
24553,32,78000,Rent,1.0,Medical,B,4000,9.88,0,0,6
24555,26,87000,Mortgage,0.0,Debtconsolidation,B,15000,10.62,0,0,2
24556,22,70000,Mortgage,5.0,Debtconsolidation,C,8000,13.49,0,1,2
24557,24,88000,Mortgage,0.0,Homeimprovement,C,6400,11.66,1,1,3
24558,24,37200,Rent,8.0,Education,A,7200,7.9,0,0,2
24559,40,540600,Mortgage,8.0,Medical,D,35000,15.99,1,1,11
24560,35,48000,Rent,6.0,Medical,A,17000,7.88,1,0,6
24564,21,55400,Mortgage,5.0,Homeimprovement,C,5000,14.27,1,0,4
24565,22,95004,Rent,0.0,Education,C,8000,12.61,0,1,4
24566,24,93600,Mortgage,0.0,Medical,A,3600,5.42,0,0,2
24567,42,55392,Rent,17.0,Debtconsolidation,D,7000,15.95,1,1,15
24568,33,70000,Mortgage,0.0,Homeimprovement,C,14000,12.61,0,1,10
24570,25,60500,Own,6.0,Personal,B,17000,12.42,0,0,2
24571,22,49176,Rent,7.0,Medical,C,17500,13.85,1,0,2
24572,22,36000,Mortgage,6.0,Personal,D,1400,14.84,0,1,4
24574,23,25279,Rent,7.0,Personal,D,7125,17.58,0,1,4
24575,30,12500,Rent,0.0,Personal,D,2100,12.49,1,1,7
24577,33,33000,Mortgage,6.0,Homeimprovement,A,6000,6.03,0,0,5
24579,26,26400,Rent,6.0,Personal,B,6000,10.65,0,0,2
24580,22,34000,Rent,0.0,Venture,B,18250,10.25,1,0,3
24581,22,42500,Rent,1.0,Education,C,9600,11.22,0,1,2
24582,30,41600,Mortgage,2.0,Education,A,4500,6.76,0,0,9
24583,26,54528,Mortgage,9.0,Homeimprovement,A,10000,8.94,0,0,3
24584,22,76000,Rent,4.0,Education,A,12000,7.9,0,0,4
24585,43,62000,Mortgage,11.0,Homeimprovement,A,5000,7.88,0,0,14
24586,31,44960,Mortgage,0.0,Debtconsolidation,B,5000,10.95,1,0,10
24587,23,57800,Rent,2.0,Medical,B,6000,10.99,1,0,4
24588,25,48000,Rent,4.0,Education,C,8000,14.35,0,0,2
24590,26,54400,Rent,2.0,Medical,E,3000,19.42,1,0,2
24591,24,143123,Mortgage,2.0,Personal,D,4000,12.61,0,0,4
24593,22,42000,Rent,2.0,Medical,C,5000,12.87,0,0,4
24594,27,61000,Mortgage,6.0,Debtconsolidation,D,6800,15.99,1,0,7
24595,33,40000,Mortgage,17.0,Personal,C,6000,12.68,0,1,9
24596,23,46000,Own,6.0,Education,B,8000,11.48,0,0,4
24598,28,30000,Rent,2.0,Medical,B,7700,12.42,0,0,8
24599,21,50700,Rent,5.0,Venture,B,7950,10.99,0,0,3
24600,26,50000,Own,4.0,Homeimprovement,C,10000,13.47,0,1,2
24601,28,50000,Mortgage,3.0,Venture,A,5000,7.74,0,0,9
24602,31,275000,Mortgage,9.0,Personal,C,25000,13.85,0,0,6
24603,25,57840,Rent,5.0,Medical,B,13600,9.99,0,0,2
24604,35,83000,Rent,19.0,Personal,B,11200,10.65,0,0,10
24605,37,21600,Rent,7.0,Medical,B,3000,12.18,0,0,16
24608,22,72000,Rent,6.0,Medical,B,12000,10.99,0,0,4
24611,24,60000,Rent,0.0,Education,A,7000,9.32,0,0,3
24612,25,75000,Mortgage,8.0,Debtconsolidation,A,15000,9.63,0,0,3
24614,30,198171,Mortgage,4.0,Debtconsolidation,A,5000,5.79,0,0,6
24615,22,60000,Mortgage,6.0,Venture,D,24250,15.31,0,1,2
24616,25,45000,Own,0.0,Education,C,6500,10.28,0,1,2
24617,23,44000,Rent,7.0,Debtconsolidation,D,13000,16.29,1,0,3
24618,32,85000,Rent,5.0,Medical,B,12800,10.75,0,0,7
24619,36,90000,Mortgage,2.0,Education,D,20000,14.61,0,1,11
24620,24,130000,Rent,7.0,Debtconsolidation,B,24000,11.49,0,0,3
24621,33,75500,Rent,5.0,Venture,B,3000,12.42,0,0,5
24622,29,60000,Rent,4.0,Homeimprovement,B,5500,10.74,0,0,6
24623,27,12000,Rent,0.0,Venture,C,4000,14.22,1,1,7
24624,21,15120,Mortgage,0.0,Education,B,1500,10.59,0,0,2
24625,29,28550,Rent,6.0,Debtconsolidation,B,4000,10.59,0,0,10
24626,44,48000,Mortgage,12.0,Homeimprovement,B,17500,12.18,0,0,11
24627,30,72000,Mortgage,8.0,Debtconsolidation,C,4800,13.49,0,1,7
24628,23,120000,Rent,1.0,Education,B,25600,12.69,0,0,3
24629,33,44000,Rent,5.0,Venture,D,8000,17.49,0,0,8
24630,24,100000,Mortgage,8.0,Homeimprovement,A,10000,6.54,0,0,3
24631,23,44000,Rent,1.0,Education,E,13000,18.39,1,1,3
24632,21,115000,Mortgage,2.0,Debtconsolidation,B,20000,10.83,0,0,4
24633,36,70000,Mortgage,0.0,Venture,C,6000,13.79,0,0,15
24634,29,135000,Mortgage,0.0,Education,A,11000,8.94,0,0,8
24635,28,52000,Mortgage,10.0,Debtconsolidation,A,13600,7.88,0,0,5
24636,31,110000,Rent,2.0,Personal,A,3650,9.63,0,0,6
24637,25,108000,Mortgage,5.0,Venture,A,10000,7.88,0,0,3
24638,34,33000,Rent,3.0,Medical,A,8875,7.66,0,0,7
24639,42,32400,Rent,1.0,Debtconsolidation,D,8875,16.29,1,0,16
24640,43,35000,Rent,0.0,Personal,A,6400,8.9,0,0,14
24641,23,50000,Rent,0.0,Education,A,3000,6.91,0,0,2
24642,22,70800,Rent,6.0,Education,C,10000,12.61,0,0,2
24643,21,28000,Rent,3.0,Education,B,8000,10.99,1,0,2
24644,28,43500,Mortgage,12.0,Personal,B,4000,12.69,0,0,5
24645,29,65000,Mortgage,0.0,Debtconsolidation,A,3000,6.03,0,0,7
24646,21,46000,Rent,2.0,Personal,D,5200,17.27,1,1,3
24648,27,100000,Mortgage,1.0,Homeimprovement,A,20000,6.17,0,0,7
24650,36,65000,Mortgage,1.0,Venture,B,7000,11.49,0,0,11
24651,23,13200,Own,3.0,Debtconsolidation,A,4950,7.9,1,0,4
24652,28,160000,Rent,7.0,Personal,B,8000,12.69,0,0,7
24653,26,75000,Mortgage,8.0,Debtconsolidation,C,7200,15.23,0,0,4
24654,26,90000,Mortgage,10.0,Personal,B,13000,10.59,0,0,3
24656,24,35256,Rent,2.0,Debtconsolidation,B,3000,10.74,0,0,2
24657,24,50000,Rent,7.0,Venture,B,5000,11.36,0,0,4
24658,24,96000,Mortgage,8.0,Homeimprovement,A,11000,5.99,0,0,2
24659,29,51000,Rent,1.0,Debtconsolidation,A,5000,8.0,0,0,6
24660,29,60000,Mortgage,4.0,Education,A,5000,7.66,0,0,10
24661,24,62004,Rent,6.0,Venture,A,14000,8.59,0,0,4
24662,24,42000,Mortgage,6.0,Venture,B,9250,11.12,0,0,4
24663,26,65000,Mortgage,1.0,Homeimprovement,B,17000,9.91,0,0,2
24664,22,45336,Rent,6.0,Venture,D,1800,15.21,0,0,3
24665,24,34000,Rent,1.0,Homeimprovement,B,10000,12.69,1,0,2
24666,28,31800,Rent,2.0,Medical,D,8500,16.07,1,0,10
24667,23,69000,Rent,7.0,Medical,B,4800,10.75,0,0,2
24668,23,62000,Rent,0.0,Medical,C,10000,14.27,0,0,3
24669,30,55000,Mortgage,3.0,Debtconsolidation,B,12000,10.38,0,0,10
24670,22,62589,Own,0.0,Venture,C,7000,13.35,0,1,2
24671,21,18701,Mortgage,0.0,Personal,D,4200,14.11,1,1,4
24672,24,54000,Mortgage,5.0,Venture,A,4000,5.42,0,0,2
24673,22,64800,Rent,1.0,Education,B,16000,10.37,0,0,4
24674,22,48000,Mortgage,6.0,Education,A,5000,7.88,0,0,2
24675,29,30000,Mortgage,0.0,Venture,C,6600,13.85,0,0,8
24676,30,50000,Own,4.0,Venture,C,3000,14.22,0,1,10
24677,30,49777,Mortgage,7.0,Medical,D,6000,14.54,1,0,6
24678,22,70000,Mortgage,6.0,Venture,B,2000,10.74,0,0,2
24679,45,47000,Rent,13.0,Medical,E,15000,16.4,1,1,11
24680,24,41100,Own,0.0,Personal,A,5600,6.03,0,0,3
24681,38,30500,Rent,8.0,Education,C,10000,14.22,1,0,12
24682,21,53000,Rent,2.0,Education,C,14000,14.65,0,0,3
24684,23,45480,Mortgage,7.0,Debtconsolidation,C,4400,13.16,1,0,3
24685,52,52000,Own,0.0,Personal,A,9600,8.49,0,0,22
24686,23,51000,Own,7.0,Personal,A,6000,5.42,0,0,4
24687,24,165000,Mortgage,5.0,Personal,B,20000,10.37,0,0,4
24688,30,59000,Mortgage,0.0,Medical,A,10000,7.51,0,0,8
24689,28,43200,Own,5.0,Personal,B,12250,9.99,0,0,6
24690,41,118075,Mortgage,5.0,Medical,B,28000,11.71,0,0,13
24691,25,93080,Mortgage,3.0,Debtconsolidation,C,8450,13.49,0,1,2
24692,22,39996,Mortgage,7.0,Medical,B,6000,12.42,0,0,4
24693,36,34000,Rent,5.0,Medical,C,5500,12.29,0,0,17
24694,27,98000,Rent,3.0,Venture,C,5000,13.98,0,1,6
24695,24,20800,Own,0.0,Personal,D,5000,16.29,0,1,3
24696,41,54000,Mortgage,6.0,Homeimprovement,C,5000,13.23,1,0,12
24697,28,48000,Rent,9.0,Education,A,2000,7.68,0,0,7
24698,33,72000,Mortgage,6.0,Venture,A,4250,5.42,0,0,5
24699,22,42000,Rent,3.0,Education,A,10000,6.92,0,0,2
24700,26,78000,Own,2.0,Venture,C,2400,14.72,0,1,3
24701,30,90000,Mortgage,8.0,Education,E,20000,14.82,0,1,8
24703,28,42000,Mortgage,0.0,Debtconsolidation,D,7600,16.29,1,0,7
24704,25,36300,Mortgage,5.0,Venture,A,9000,6.99,0,0,2
24705,23,122000,Mortgage,5.0,Personal,A,12000,7.29,0,0,3
24706,48,19632,Rent,19.0,Personal,C,2000,13.47,0,1,12
24708,26,92000,Own,3.0,Homeimprovement,B,22500,10.99,0,0,2
24709,27,165000,Mortgage,6.0,Homeimprovement,C,35000,12.99,0,0,9
24710,28,70000,Mortgage,2.0,Venture,A,5600,6.62,0,0,5
24711,23,50000,Rent,0.0,Medical,C,5600,11.03,0,1,4
24713,26,44000,Mortgage,7.0,Personal,E,10000,17.14,0,0,4
24714,24,44000,Mortgage,2.0,Debtconsolidation,D,25000,15.58,1,1,3
24715,23,0,Mortgage,7.0,Medical,A,10000,12.21,0,0,2
24716,33,36000,Own,0.0,Personal,A,10000,7.74,0,0,7
24717,25,60000,Rent,9.0,Debtconsolidation,A,9600,7.9,0,0,2
24718,23,105000,Mortgage,7.0,Venture,B,12000,11.36,0,0,2
24719,30,110000,Mortgage,4.0,Medical,B,12000,10.74,0,0,8
24720,25,38000,Rent,1.0,Education,A,10000,7.49,0,0,4
24721,34,42000,Rent,5.0,Medical,A,18825,7.9,1,0,9
24722,26,144000,Rent,0.0,Debtconsolidation,A,5800,7.29,0,0,3
24724,40,62000,Mortgage,17.0,Debtconsolidation,A,2600,7.66,0,0,14
24725,23,42179,Mortgage,1.0,Education,A,10000,5.42,0,0,4
24726,24,79631,Rent,8.0,Personal,D,25000,15.7,1,1,2
24727,23,18000,Rent,1.0,Venture,C,3250,13.22,1,0,2
24729,23,28284,Rent,8.0,Venture,A,6000,7.66,0,0,4
24730,23,52000,Rent,4.0,Debtconsolidation,C,6000,14.22,0,0,4
24731,32,41464,Mortgage,16.0,Debtconsolidation,A,3500,8.32,0,0,9
24732,35,54000,Rent,1.0,Medical,D,9000,14.46,1,0,9
24733,24,162000,Mortgage,8.0,Debtconsolidation,C,16000,15.96,0,1,2
24734,38,66690,Rent,12.0,Education,D,20000,14.59,0,0,14
24735,35,37440,Rent,2.0,Medical,B,8000,10.99,0,0,7
24736,26,108000,Mortgage,7.0,Homeimprovement,C,10000,13.57,0,0,4
24737,33,56000,Mortgage,13.0,Medical,A,12000,6.62,0,0,6
24738,25,48000,Rent,3.0,Debtconsolidation,B,2000,10.74,0,0,3
24740,36,32000,Mortgage,6.0,Debtconsolidation,B,12000,10.37,0,0,11
24741,39,24000,Rent,0.0,Homeimprovement,D,3000,14.12,1,0,11
24742,31,57758,Mortgage,0.0,Debtconsolidation,A,12000,6.62,0,0,9
24743,23,90000,Rent,5.0,Venture,D,7500,15.58,0,1,3
24744,21,47520,Rent,5.0,Medical,D,10000,15.33,1,1,4
24745,21,22000,Rent,4.0,Debtconsolidation,A,2500,7.14,0,0,4
24746,32,225000,Mortgage,4.0,Personal,C,20000,13.92,0,0,10
24747,23,52700,Mortgage,7.0,Medical,D,8000,16.29,1,1,2
24748,29,36000,Rent,13.0,Medical,A,12000,7.49,1,0,10
24749,27,65000,Mortgage,11.0,Venture,A,9000,7.66,0,0,6
24750,27,40000,Rent,1.0,Debtconsolidation,B,6000,11.99,0,0,6
24751,23,145596,Mortgage,0.0,Debtconsolidation,A,4700,6.92,0,0,2
24752,28,60000,Rent,12.0,Personal,A,5000,8.49,0,0,5
24753,28,34000,Rent,1.0,Venture,C,5000,14.26,1,1,9
24754,28,110000,Mortgage,3.0,Venture,A,11000,5.79,0,0,5
24759,30,31200,Rent,4.0,Medical,A,1900,5.79,0,0,10
24760,24,65000,Own,8.0,Venture,A,12000,6.17,0,0,4
24761,27,71000,Rent,11.0,Education,B,15000,9.01,0,0,6
24763,23,33000,Rent,3.0,Debtconsolidation,B,4000,10.96,0,0,4
24764,50,54996,Rent,0.0,Debtconsolidation,C,5000,13.47,0,0,14
24765,25,63000,Rent,5.0,Education,D,9600,14.46,0,1,4
24766,26,42000,Rent,1.0,Venture,D,1500,14.61,1,1,3
24767,21,19000,Own,5.0,Medical,A,6000,8.49,1,0,3
24768,23,57000,Mortgage,1.0,Medical,C,4200,12.68,0,1,4
24770,28,78000,Rent,5.0,Venture,B,12000,10.62,0,0,10
24772,24,69000,Rent,2.0,Debtconsolidation,B,16000,11.89,1,0,4
24773,25,60000,Rent,5.0,Debtconsolidation,C,15000,12.99,0,0,4
24774,27,42162,Other,11.0,Venture,A,2400,7.74,0,0,8
24776,21,200000,Mortgage,2.0,Debtconsolidation,C,25000,13.99,0,0,2
24777,24,75000,Mortgage,7.0,Personal,B,15000,11.58,0,0,3
24778,35,32000,Rent,4.0,Medical,A,14500,6.17,1,0,9
24779,25,75000,Mortgage,5.0,Homeimprovement,A,3000,7.51,0,0,4
24780,29,69000,Own,11.0,Medical,B,6000,11.12,0,0,8
24781,32,45000,Mortgage,2.0,Medical,C,8000,14.65,0,0,8
24783,27,48000,Rent,2.0,Personal,C,25000,10.59,1,0,7
24785,27,60500,Rent,6.0,Medical,B,2400,12.69,0,0,8
24786,25,80000,Mortgage,5.0,Venture,A,12000,5.99,0,0,2
24787,21,75000,Rent,5.0,Medical,B,15000,10.37,0,0,4
24788,26,70000,Mortgage,0.0,Homeimprovement,D,8000,14.84,0,0,3
24789,25,70000,Rent,1.0,Venture,A,5750,8.0,0,0,4
